ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Premium
B71936020,20,F,UK,2,8,4,1800,3,Garage,1,231.1
A83059879,48,M,UK,26,0,1,1200,2,Garage,2,199.33
A58342700,70,F,UK,21,4,4,1400,4,Garage,1,249.18
B55427280,71,M,UK,42,4,0,1200,5,Drive,13,238.65
B95906394,56,M,UK,36,0,1,1400,4,Garage,1,212.38
B93697777,19,M,UK,1,8,3,1400,3,Road,2,238.69
A8049947,78,F,UK,17,4,2,1200,5,Garage,17,243.36
A88338092,57,F,UK,3,0,4,1200,5,Garage,5,224.04
A8913616,59,M,UK,25,0,3,1200,2,Road,3,241.46
A33211073,79,F,UK,32,0,2,1200,3,Garage,1,215.58
B26584916,52,M,UK,27,0,4,1200,4,Road,3,260.31
A33109216,34,M,UK,3,0,0,1200,6,Road,1,203.14
B23286492,53,F,UK,28,0,3,1200,6,Garage,3,232.16
A21871849,28,M,UK,4,0,1,1200,5,Garage,6,195.46
B12254857,20,M,UK,2,0,4,1800,6,Garage,2,218.48
B24788697,20,M,UK,3,0,4,1400,5,Garage,11,225.24
A55685642,57,F,UK,6,4,3,1200,3,Road,5,246.11
B25944051,44,F,UK,18,0,2,1400,5,Garage,4,216.28
B31505624,62,F,UK,39,4,4,1200,6,Garage,4,260.2
B33007666,80,F,UK,3,0,2,1400,4,Garage,3,202.95
B27433668,26,M,UK,3,0,1,1400,6,Garage,1,191.76
B26395475,51,M,UK,6,0,3,1400,3,Drive,3,223.06
A10293541,31,M,UK,7,8,2,1600,5,Garage,3,236.45
B21003534,70,F,UK,6,4,4,1800,7,Garage,1,247.88
B53865,72,M,UK,13,0,2,1200,6,Garage,3,222.47
B45293763,50,M,UK,24,8,3,1400,6,Garage,15,271.5
A1726245,18,M,UK,1,0,2,1200,2,Garage,3,176.22
B75177316,28,F,UK,3,0,4,1200,4,Garage,1,212.18
B38638964,40,F,UK,4,0,4,1200,5,Road,1,240.31
B75375234,78,F,UK,55,8,3,1200,3,Road,10,283.68
A48309241,45,F,UK,3,0,1,1400,4,Road,4,209.15
A87963690,20,F,UK,2,4,3,1400,6,Garage,7,220.56
A3125252,46,M,UK,27,4,2,1400,4,Garage,5,235.03
A98145877,45,M,UK,27,0,1,1600,3,Road,15,236.36
A46828246,68,M,UK,28,0,0,1600,7,Drive,6,222.05
B28962064,68,M,UK,2,0,0,1600,6,Garage,8,192.48
A9947174,57,F,UK,30,0,0,1200,4,Garage,3,197.89
B49963410,52,F,UK,22,0,0,1800,5,Garage,1,198.08
A96125157,53,M,UK,26,0,0,1200,3,Road,11,222.73
B60907979,67,F,UK,43,0,2,1200,3,Garage,14,227.03
A62757245,60,M,UK,22,0,0,1800,7,Road,1,227.71
A89772674,27,M,UK,9,0,0,1400,5,Garage,7,193.22
B23178429,75,M,UK,54,0,4,1400,4,Garage,15,259.16
A90355115,63,F,UK,20,0,3,1400,7,Road,1,252.08
A25167741,64,M,UK,6,0,2,2000,3,Garage,5,210.26
A55157885,60,M,UK,15,4,0,1200,3,Garage,1,204.65
A76971486,35,F,UK,16,0,1,1200,5,Drive,1,208.33
A51580557,26,F,UK,6,0,3,1800,3,Garage,14,215.72
B42107549,76,F,UK,36,0,3,1600,2,Garage,16,234.24
B88755842,26,F,UK,1,4,2,1800,5,Road,9,227.53
A81783431,26,F,UK,3,0,4,1200,6,Drive,2,225.79
A75786488,28,F,UK,5,4,4,1200,5,Garage,8,238.18
B71263025,30,M,UK,5,4,3,1400,3,Garage,2,221.89
B11733340,45,M,UK,20,0,1,1200,6,Garage,7,215.36
A93189527,41,M,UK,17,8,2,1400,6,Garage,6,249.95
A66916276,42,F,UK,24,0,4,1600,6,Garage,1,238.9
B91250591,33,M,UK,6,0,4,1400,3,Garage,6,223.98
A54082181,55,F,UK,29,0,2,1600,7,Garage,2,225.43
A97330857,74,M,UK,26,0,1,1200,6,Garage,13,226.24
A32993103,54,M,UK,4,0,4,1600,2,Garage,14,226.33
A75734682,23,F,UK,1,0,2,1200,4,Garage,15,193.02
A87129898,61,F,UK,29,8,3,1200,2,Garage,13,253.58
B51580631,62,F,UK,18,0,3,1400,6,Garage,2,229.85
A55589150,48,F,UK,8,8,2,1200,2,Garage,12,230.56
B38233154,71,F,UK,54,0,3,1600,4,Garage,9,240.59
B81684973,73,F,UK,16,0,4,1200,6,Garage,3,240.24
B93353287,32,F,UK,11,0,0,1200,6,Garage,7,193.85
A85206383,58,M,UK,9,0,2,1400,3,Garage,2,208.53
A59612026,79,F,UK,49,4,1,1200,5,Garage,1,229.13
B75710641,38,F,UK,15,0,2,1400,3,Garage,1,204.43
B21407560,73,M,UK,5,0,4,1400,7,Garage,1,236.17
A28019843,39,F,UK,7,0,2,1200,3,Drive,4,208.17
A41250598,55,F,UK,9,0,4,1400,3,Road,5,246.51
A43999710,52,F,UK,12,0,3,1200,2,Road,3,230.58
B59274473,40,M,UK,21,0,1,1400,2,Garage,3,197.73
B73565161,30,M,UK,8,0,2,1400,2,Garage,3,197.71
B83878338,77,M,UK,53,0,0,1400,2,Road,2,219.58
B32651184,58,F,UK,17,0,3,1200,5,Garage,4,227.26
B39108892,75,F,UK,48,0,0,1200,2,Garage,16,205
B91488940,35,F,UK,3,0,2,1200,4,Garage,18,207.57
A67013265,40,M,UK,5,0,0,1600,7,Garage,1,192.02
B31047977,38,M,UK,16,8,4,1600,3,Garage,10,263.49
B97803069,30,F,UK,12,0,2,1800,4,Drive,1,213.85
A44354026,42,M,UK,7,0,0,1400,4,Garage,18,200.57
A29205299,78,F,UK,2,0,3,1200,3,Drive,3,212.9
B57991385,33,M,UK,14,0,2,1600,5,Garage,17,227.03
A15133884,75,M,UK,34,0,3,1400,6,Garage,2,240.46
B39997999,79,F,UK,46,0,3,1600,6,Garage,8,244.76
A84596847,71,F,UK,13,0,2,1200,5,Road,4,236.73
B53154205,28,F,UK,4,0,4,1600,2,Garage,3,208.28
B88846277,50,F,UK,7,0,0,1200,5,Garage,6,190.57
B17157620,22,M,UK,1,0,1,1200,2,Road,3,187.82
A18851581,75,F,UK,42,0,3,1600,4,Garage,8,238.21
B87485869,36,F,UK,5,0,1,1600,7,Garage,4,199.58
A12635920,62,F,UK,38,0,2,1400,2,Garage,15,221.58
A27323396,56,M,UK,39,0,4,1200,2,Garage,13,242.6
A13819548,60,M,UK,8,0,2,1200,6,Road,2,236.33
B58226998,55,M,UK,4,0,4,1200,6,Garage,3,230.89
B40844549,70,F,UK,27,0,3,1600,6,Garage,1,233.93
B88199713,60,M,UK,33,0,3,1400,4,Drive,2,241.03
B27259767,58,F,UK,26,0,0,1200,4,Garage,19,209.68
A53898985,35,M,UK,5,0,0,1200,4,Garage,5,185.25
A56606917,64,M,UK,17,0,2,1400,3,Road,3,235.21
B78950881,41,F,UK,15,0,4,1200,3,Garage,2,225.07
A48859975,31,M,UK,6,0,0,1400,4,Road,3,204.91
A96687334,30,M,UK,12,0,4,1600,3,Garage,5,228.63
A27897375,57,M,UK,39,0,3,1400,5,Road,1,256.13
B11762072,49,F,UK,22,0,3,1200,3,Garage,3,220.36
B32920860,18,M,UK,1,0,1,1400,5,Garage,2,178.4
A74098703,34,M,UK,4,0,0,1400,4,Garage,2,181.61
A21721014,78,M,UK,22,8,0,1200,3,Garage,7,227.95
B98960958,33,F,UK,3,0,4,1200,4,Garage,7,218.3
A55529560,48,M,UK,4,8,3,1200,3,Garage,2,236.43
B21886134,35,M,UK,4,0,3,1200,5,Road,3,234.84
B9596155,30,M,UK,6,0,1,2400,5,Garage,2,199.52
A20429317,63,F,France,43,0,3,1400,3,Garage,5,230.1
B32623936,20,M,UK,3,0,0,1200,6,Road,1,198.9
A86475080,44,F,UK,20,0,3,1400,6,Garage,10,234.35
A39209768,31,F,UK,2,0,2,1600,7,Road,1,218.65
A21885909,28,F,UK,7,8,4,1200,5,Garage,3,250.2
A36255159,64,M,UK,25,4,4,1200,3,Garage,3,250.85
A25553320,50,F,UK,12,0,1,1200,6,Garage,18,216.92
A25500519,44,M,UK,13,0,4,1200,6,Road,3,258.53
A37932068,44,M,UK,16,0,3,1200,4,Road,13,252.79
B76376804,41,M,UK,9,0,2,2600,6,Garage,5,220.49
B16513270,19,F,UK,1,0,0,1200,6,Garage,15,176.9
A57867614,79,F,UK,50,0,4,1200,6,Garage,12,257.19
B2683886,60,M,UK,9,0,2,1600,2,Road,2,224.06
B45810673,18,F,UK,1,0,3,1200,4,Garage,1,189.86
A19396923,77,M,UK,29,4,1,1200,2,Drive,3,226.11
A27403265,34,F,UK,14,0,2,1200,4,Drive,14,224.46
A73005471,66,M,UK,1,0,2,1200,2,Road,1,205.01
A18737557,73,M,UK,21,0,0,1200,3,Garage,3,197.18
A5569715,56,F,UK,26,0,1,1600,6,Drive,2,220.65
B65537584,30,M,UK,12,0,0,1400,7,Garage,1,196.06
A40004461,68,F,UK,44,0,1,1200,3,Garage,1,206.93
A3810440,57,F,UK,22,0,1,1200,3,Garage,4,202.37
B82298021,43,F,UK,11,0,3,1200,6,Garage,1,221.41
B74078675,38,M,UK,10,0,3,1800,3,Garage,4,218.85
A76694436,45,M,UK,10,0,4,1200,2,Road,3,241.97
B10521672,33,M,UK,1,0,3,1400,2,Road,19,224.64
A71604789,36,M,UK,13,0,3,1400,4,Road,1,240.69
A89384918,56,M,UK,27,8,2,1200,6,Garage,6,255.38
A1607384,76,F,UK,20,0,2,1200,6,Garage,5,223.95
B27089074,35,F,UK,12,0,1,1600,5,Garage,2,200.27
A76674713,80,M,UK,12,0,1,1200,2,Garage,7,201.23
A16064059,53,M,UK,7,0,3,1200,5,Garage,4,223.44
B69689695,51,F,UK,24,0,0,1200,4,Garage,1,193.61
A93378460,72,M,UK,24,0,0,1400,3,Garage,4,199.71
B3673533,26,M,UK,4,0,0,1400,6,Garage,7,188.87
A7758087,24,M,UK,7,0,1,1200,3,Garage,15,199.09
B2879248,64,M,UK,39,0,3,1400,3,Garage,6,234.25
B63191547,36,F,UK,1,0,2,1200,6,Garage,1,190.81
B97521753,58,F,UK,39,0,2,1400,6,Road,9,251.1
B57418952,80,F,UK,63,0,1,1600,7,Road,9,250.24
B17689800,67,M,UK,49,0,2,1200,3,Road,5,244.87
B74660612,36,M,UK,19,0,3,1400,4,Road,7,248.53
A39424369,39,M,UK,16,4,4,1200,4,Garage,3,247.16
A57427733,45,F,UK,28,0,4,1600,6,Road,2,261.49
B34524695,74,F,UK,50,4,3,1600,6,Garage,2,253.44
B54897773,73,M,UK,41,0,4,1600,2,Garage,14,247.36
A52600957,37,F,UK,16,0,4,1400,3,Garage,15,235.94
A70535880,50,F,UK,30,0,0,1600,2,Drive,19,209.84
A88551271,28,M,UK,11,0,3,1400,6,Garage,3,224.35
A80000949,64,F,UK,38,0,2,1400,3,Garage,3,217.64
A8930862,39,M,UK,22,0,0,1400,4,Garage,6,199.54
A22644585,33,F,UK,13,0,3,1400,4,Garage,3,217.6
A59126522,69,M,UK,33,0,1,1800,3,Road,5,233.97
A99644400,48,F,UK,17,0,1,1400,6,Garage,2,207.35
A83647020,58,M,UK,18,0,1,1200,2,Garage,9,203.5
A55629797,50,M,UK,12,0,1,1400,4,Road,1,222.68
A579121,28,M,UK,4,0,4,1400,6,Garage,1,224.66
A94474040,34,M,UK,8,0,1,1200,2,Garage,1,186.34
B16263695,71,F,UK,40,0,1,1400,5,Garage,17,226.89
B74585645,20,M,UK,3,4,1,1400,4,Garage,5,200.79
A89396041,40,M,UK,9,0,0,1200,2,Garage,1,178.58
A86022191,35,F,UK,10,0,2,1400,3,Garage,3,202.13
A90851675,48,F,UK,26,8,4,1200,6,Garage,3,267.44
A43941045,63,M,UK,7,0,0,1400,5,Road,19,227.59
A86332943,50,M,UK,12,0,4,1200,6,Garage,1,237.32
B25324927,42,M,UK,4,0,0,1200,2,Drive,2,181.28
B98087148,33,M,UK,7,0,0,1200,3,0,4,182.84
A68835855,79,F,UK,53,0,0,1200,5,Garage,17,219.23
B22707708,78,F,UK,23,8,1,1400,4,Garage,4,236.51
A20014260,62,M,UK,30,0,0,1200,4,Garage,1,200.96
B74653233,39,M,UK,1,0,1,1200,5,Garage,9,189.42
A10916402,70,M,UK,30,0,2,1800,5,Road,2,247.73
B91732856,50,M,UK,23,0,1,1200,4,Garage,6,211.11
B82786780,70,F,UK,6,8,4,1200,2,Garage,14,252.88
A65872839,68,M,UK,33,8,2,1400,6,Garage,18,268.91
A79407880,45,F,UK,5,0,3,1200,3,Garage,4,208.63
A72628913,20,F,UK,1,0,0,1200,2,Garage,6,155.46
B61235227,30,M,UK,11,4,1,1400,3,Garage,11,215.4
B19054851,70,M,UK,53,0,0,1400,4,Garage,9,213.66
B97501019,52,F,UK,12,0,4,1400,6,Drive,9,248.8
B27569834,69,M,UK,46,0,2,1200,5,Drive,9,242.61
A87248609,52,F,UK,24,4,0,1200,6,Road,13,242.11
B47118645,62,F,UK,30,0,1,1200,5,Drive,4,220.34
B24685671,45,F,UK,5,0,2,1600,5,Garage,14,214.88
A48899332,21,F,UK,3,0,0,1200,3,Garage,2,166.84
A15315980,61,F,UK,22,0,1,1200,3,Garage,2,201.31
A97772170,24,F,UK,7,0,4,1600,4,Garage,6,223.16
A95161304,26,F,UK,2,0,4,1800,6,Garage,4,218.18
A78030790,71,F,UK,52,0,4,1400,5,Drive,14,264.59
A4459398,56,M,UK,39,0,3,1400,5,Road,4,258.39
A77806220,44,F,UK,16,0,2,1200,2,Garage,17,212.75
B83035393,47,F,UK,25,0,2,1600,3,Garage,6,214.89
A71628654,54,M,UK,3,0,1,1400,2,Road,2,203.76
B45812294,21,F,UK,3,0,1,1200,5,Garage,9,189.25
A80242845,30,F,UK,3,0,4,1200,2,Garage,1,203.49
A10344522,55,F,UK,33,0,0,1200,2,Garage,16,199.52
B93953540,64,M,UK,25,0,0,1400,5,Garage,16,215.5
A26858884,45,M,UK,28,4,2,1200,5,Road,18,267.75
B13727192,66,F,UK,7,0,2,1800,6,Garage,5,216.45
B11044413,52,F,UK,34,0,1,1400,5,Garage,7,215.1
B59841644,35,M,UK,18,0,4,1400,2,Garage,18,237.43
B51029762,51,F,UK,17,0,3,1200,5,Garage,1,223.83
A21251931,66,M,UK,11,0,1,1200,4,Garage,11,211.43
B76030732,64,M,UK,46,0,2,1200,2,Road,6,239.39
B66545713,78,M,UK,48,0,1,1400,3,Road,1,233.49
B85069650,76,F,UK,16,0,2,1400,2,Garage,7,209.89
B35050095,21,M,UK,2,0,0,1200,6,Garage,2,176.84
B24026206,65,M,UK,46,0,1,1400,7,Garage,4,225.39
B80819379,27,M,UK,5,0,0,1600,7,Garage,18,202.48
A23200507,50,F,UK,19,0,4,1200,6,Road,2,257.79
A6191609,46,F,UK,13,0,0,1200,3,Road,1,204.05
B8476056,53,M,UK,23,0,4,1600,5,Road,18,275.59
B71276132,52,F,UK,23,0,4,1200,2,Garage,3,225.79
A21430821,27,F,UK,10,0,1,2000,8,Garage,9,209.72
A59000615,71,M,UK,52,0,1,1200,2,Road,3,228.8
A34320104,70,F,UK,24,0,0,1200,6,Garage,15,212.75
B33792679,21,M,UK,3,0,2,1400,6,Garage,6,204.06
B34090394,58,M,UK,14,0,3,1400,6,Garage,8,236.11
B14069958,21,M,UK,1,4,1,1200,5,Garage,1,191.4
B9743825,77,M,UK,35,0,3,1200,4,Drive,3,243.53
B70523322,27,M,UK,9,0,3,1200,2,Road,10,232.64
B46765978,69,M,UK,12,0,2,1600,2,Garage,7,211.48
B37610,41,M,UK,10,0,1,1400,4,Road,1,219.63
A12271855,41,F,UK,2,0,4,1200,6,Garage,6,221.39
A84266228,67,F,UK,14,0,0,1400,2,Garage,7,187.81
B19706834,41,F,UK,12,0,2,1400,4,Garage,9,213.49
A86144440,61,M,UK,7,0,4,1200,6,Garage,9,240.99
B63633418,19,M,UK,2,0,0,1200,3,Road,2,186.8
A9359569,36,F,UK,9,8,1,1200,2,Garage,2,211.2
B3108974,57,F,UK,2,0,2,1600,6,Garage,1,201.47
B33340815,49,F,UK,11,0,2,1400,3,Garage,3,205.59
A66591241,69,M,UK,45,0,3,1200,6,Garage,4,242.87
A51038104,34,M,UK,17,0,2,1200,4,Road,19,246.01
A74693493,32,M,UK,10,0,0,1400,4,Garage,15,198.85
A27805946,79,M,UK,20,0,1,1400,7,Road,1,237.89
B41615829,44,F,UK,25,4,1,1800,7,Drive,9,239.98
A38791703,30,M,UK,8,0,0,1200,3,Road,14,211.14
B86755348,78,F,UK,31,8,4,1400,6,Road,16,303.9
A38373777,60,M,UK,12,0,0,1200,4,Garage,1,193.37
B19306954,27,F,UK,3,0,1,1200,3,Road,1,198.05
B76794189,50,F,UK,18,4,3,1200,2,Garage,3,226.84
A20256983,46,M,UK,24,0,0,1200,6,Garage,11,210.19
A84489596,24,F,UK,5,0,2,1400,3,Road,8,217.57
B16852237,19,F,UK,2,0,3,1200,5,Garage,4,201.21
B28366580,38,F,UK,2,0,2,1600,3,Garage,2,189.78
B17319413,80,F,UK,33,0,4,1400,3,Garage,2,237.5
B1415483,60,F,UK,38,0,1,1200,4,Garage,1,208.59
A70196817,51,F,UK,25,8,4,1400,4,Drive,6,273.38
A83497869,18,F,UK,1,0,3,1600,5,Road,1,214.27
A77668240,50,F,UK,8,0,2,1400,6,Garage,2,211.64
A71802938,55,F,UK,25,0,3,2000,6,Garage,2,233.3
A80576281,28,F,UK,4,4,2,1600,4,Road,3,230.85
A21043041,55,F,UK,7,0,4,1200,6,Garage,8,235.37
B31474436,39,M,UK,13,0,2,1200,5,Road,1,233.54
B43723031,61,F,UK,23,4,1,1400,4,Road,1,238.81
A26647958,64,F,UK,22,0,3,1200,2,Garage,3,217.09
B32103469,37,M,UK,10,0,1,1400,6,Garage,2,205.02
A25654643,80,F,UK,57,0,3,1200,2,Garage,1,224.89
B78109250,68,M,UK,28,0,0,1400,5,Garage,4,207.29
B33876253,67,M,UK,16,0,3,1800,5,Road,1,251.56
B51760142,45,M,UK,20,0,0,1200,3,Garage,4,193.72
B88781589,20,M,UK,3,0,3,1400,3,Garage,4,202.82
A36110447,28,M,UK,6,0,3,1200,4,Garage,2,212.53
B65028470,48,F,UK,14,0,3,1200,2,Road,15,240.77
A6936096,69,F,UK,11,0,2,1400,5,Drive,3,223.14
B48663162,68,M,UK,36,0,2,1200,6,Garage,2,229.36
B82762267,54,F,UK,22,0,2,1400,3,Garage,15,221.51
B77012717,76,F,UK,30,0,2,1200,4,Garage,12,227.39
B2891118,26,F,UK,4,4,0,1200,6,Garage,6,196.63
A55723586,78,M,UK,9,0,0,1200,5,Road,19,230.54
B56575832,25,F,UK,4,0,3,1400,4,Road,11,232.35
A41304469,64,M,UK,1,0,1,1800,7,Garage,13,203.09
A18104937,56,F,UK,23,0,4,1200,6,Garage,15,250.63
B63115425,29,M,UK,3,0,1,1200,2,Garage,16,189.22
A56548810,63,F,UK,1,0,0,1200,5,Garage,14,183.25
B97830937,35,M,UK,11,0,4,1200,6,Garage,2,234.57
A12897556,26,M,UK,2,0,0,1400,6,Road,3,200.12
B21657503,21,F,UK,4,4,3,1200,3,Garage,1,211.68
B43494805,77,F,UK,47,4,2,1400,4,Garage,11,244.39
B98296091,46,M,UK,6,0,1,1200,5,Garage,1,198.67
B63213811,64,M,UK,40,0,3,1400,4,Garage,1,234.29
B94905116,78,F,UK,52,0,3,1200,6,Garage,1,238.6
B4065695,19,M,UK,1,4,0,2000,5,Garage,3,184.75
B52028234,41,M,UK,6,0,2,1200,5,Garage,2,208.55
A15954679,35,M,UK,3,0,0,1200,4,Road,12,206.77
B21016115,79,M,UK,51,0,2,1400,6,Garage,1,233.32
A97645626,57,F,UK,39,0,1,1400,4,Garage,2,209.96
B58414651,34,F,UK,11,8,4,1800,4,Road,3,274.42
A95133232,74,M,UK,5,0,0,1400,3,Road,10,212.18
B6259688,32,F,UK,5,0,3,1200,4,Garage,3,208.94
B9808274,32,F,UK,2,0,0,1400,6,Road,12,204.98
B26828240,61,F,UK,35,0,0,1400,4,Garage,1,198.83
B67180494,31,F,UK,8,0,3,1400,7,Garage,15,230.27
B85180645,35,M,UK,9,0,2,1200,6,Garage,1,212.16
B99996078,54,F,UK,32,0,0,1200,5,Garage,1,199.35
B71365338,58,M,UK,13,0,4,1800,5,Garage,1,238.74
A1835522,52,M,UK,28,0,4,1400,4,Garage,1,239.77
A83815901,77,M,UK,45,0,0,1200,5,Garage,1,208.91
A49295836,42,F,UK,19,0,2,1200,4,Road,4,232.59
B1939556,50,F,UK,23,0,1,1200,6,Garage,1,208.52
A79793793,70,M,UK,44,0,0,1200,6,Garage,2,211.2
A70575785,31,F,UK,1,0,0,1200,5,Garage,19,181.58
A90643355,31,M,UK,6,0,3,1200,3,Garage,3,210.3
A22851497,52,M,UK,24,0,0,1200,4,Garage,1,197.77
A20295742,55,F,UK,7,0,1,1400,6,Road,1,220.54
A69982443,47,M,UK,8,0,3,1200,6,Garage,6,227.58
B22611183,57,M,UK,37,8,2,1400,4,Garage,5,252.6
A22118172,70,M,UK,51,0,4,1200,2,Garage,1,236.93
B997895,25,M,UK,3,0,2,1200,5,Garage,13,207.85
A48014512,69,F,UK,30,8,2,1400,5,Garage,2,249.03
A99017403,31,F,UK,3,0,3,1400,2,Drive,3,204.12
A83743237,77,F,UK,41,0,3,1200,2,Garage,5,225.15
A58370313,73,F,UK,41,0,3,1400,4,Garage,3,233.14
A36880912,73,F,UK,49,0,2,1200,4,Road,6,246.19
B11669760,53,M,UK,12,0,2,1200,2,Drive,3,212.73
A81173594,69,F,UK,15,0,2,1200,4,Garage,2,213.07
B69972115,32,F,UK,8,0,4,1400,6,Garage,5,230.47
A99877913,50,F,UK,5,0,4,1200,4,Garage,3,222.51
A45883754,60,M,UK,25,0,3,1800,6,Drive,1,244.67
A86854990,58,M,UK,33,0,2,1200,5,Garage,3,225.77
B70359640,41,F,UK,18,0,4,1400,4,Garage,5,233.54
B84919833,40,F,UK,19,0,1,1200,6,Garage,8,210.81
A24297971,28,F,UK,1,0,2,1800,5,Garage,1,188.39
B85037714,77,F,UK,33,0,0,1600,4,Garage,14,211.3
A77499995,80,M,UK,48,0,1,1600,7,Road,4,248.06
A36629832,56,M,UK,35,0,4,1200,4,Drive,1,249.38
A37802733,80,M,UK,56,0,3,1600,7,Drive,2,255.69
B86849771,45,F,UK,14,0,3,1200,3,Garage,1,214.46
B15534062,25,F,UK,6,0,3,1200,3,Garage,1,202.98
A27711040,61,M,UK,13,0,0,2200,7,Road,1,224.63
B6717622,31,F,UK,4,0,1,1600,7,Garage,3,195.8
B15989663,51,F,UK,29,0,0,1800,7,Garage,11,212.62
A28640230,18,F,UK,1,0,1,1200,5,Garage,6,176.83
B33855911,61,M,UK,3,0,2,1200,2,Garage,1,193.17
A29224846,34,F,UK,10,0,2,1400,2,Garage,3,196.49
A1584183,58,M,UK,10,0,1,1400,6,Garage,3,209.42
A37701293,42,F,UK,8,0,0,1400,6,Garage,17,202.25
B5912109,28,F,UK,5,0,2,1400,4,Garage,9,203.44
A92019808,38,F,UK,9,0,4,1600,7,Drive,10,247.51
B35665589,19,M,UK,1,0,4,1200,2,Garage,12,203.85
B65151046,27,F,UK,4,0,0,1400,3,Garage,10,178.33
A46184907,35,F,UK,17,0,0,1200,6,Garage,2,194.05
A85843093,70,F,UK,1,8,0,1400,2,Drive,1,196.92
B97529773,53,M,UK,7,0,2,1400,4,Garage,4,211.23
B12033232,71,M,UK,2,0,2,1800,4,Garage,7,207.21
A54860200,61,M,UK,4,0,4,1200,6,Garage,2,230.92
B34187992,35,M,UK,8,0,4,1600,7,Garage,1,234.71
A77587644,62,M,UK,13,0,1,1400,4,Road,8,230.64
A64272973,51,M,UK,34,0,2,1400,4,Garage,1,221.17
A62269104,25,F,UK,8,8,3,1200,4,Garage,9,242.19
A95220211,48,M,UK,9,0,1,1200,2,Garage,12,198.84
B95667905,63,M,UK,13,0,0,1200,4,Drive,1,202.4
B43736580,70,F,UK,8,4,0,1200,3,Drive,9,211.26
B94547356,19,F,UK,2,4,3,1200,5,Road,8,237.74
B54227334,29,F,UK,9,0,1,1600,3,Garage,10,196.05
B61074705,38,F,UK,14,0,2,1200,4,Garage,4,209.35
B45180675,52,F,UK,19,0,1,1400,6,Garage,18,221.68
B91993202,22,M,UK,2,0,2,1600,5,Road,1,215.42
A68380885,40,F,UK,21,4,1,1200,3,Garage,11,218.1
B89856791,67,F,UK,41,0,4,1200,3,Drive,10,251.44
B97453531,30,F,UK,7,0,4,1400,6,Garage,10,232.89
B90563191,35,M,UK,4,0,0,1400,6,Garage,5,189.64
B52849419,47,F,UK,1,0,2,1400,5,Drive,1,199.28
A12794125,28,F,UK,7,0,3,1400,3,Garage,4,208.29
A99880522,57,M,UK,33,0,3,2000,6,Garage,3,240.61
B18473352,42,F,UK,16,0,0,1200,6,Road,7,219.02
A2707189,44,M,UK,1,0,0,1400,7,Garage,8,184.84
A53089906,22,F,UK,3,8,4,1400,2,Drive,1,236.45
B68751506,23,M,UK,4,8,1,2000,5,Garage,11,227.1
B51822777,20,F,UK,2,0,0,1200,3,Drive,5,173.61
B55626272,53,M,UK,21,0,3,1200,6,Road,16,264.26
A61950216,32,F,UK,9,0,1,1200,5,Road,7,219.81
A59850367,58,F,UK,13,0,4,1800,3,Garage,6,231.93
A3745110,67,F,UK,24,0,0,1200,3,Garage,1,191.96
B51670293,40,F,UK,4,4,3,1400,4,Garage,2,222.24
B92953530,54,M,UK,25,0,3,1200,5,Garage,3,232.97
B84075128,22,F,UK,1,0,1,1400,4,Garage,2,173.03
A83577291,20,M,UK,3,0,4,1200,6,Road,18,252.5
B74362535,76,F,UK,5,0,3,2200,5,Garage,2,221.06
B91440841,22,F,UK,5,0,1,1200,5,Garage,3,188.91
A68548531,63,F,UK,4,0,0,1400,3,Garage,11,185.9
B59672689,44,F,UK,3,0,4,1400,6,Garage,16,233.97
B94792962,62,F,UK,14,8,0,1200,4,Garage,2,218.33
B74504295,52,F,UK,4,8,2,1200,3,Garage,1,222.27
A63300736,38,F,UK,4,0,3,1200,4,Garage,13,216.53
A61704726,51,F,UK,13,0,0,1200,5,Garage,3,193.28
B72831381,19,M,UK,1,0,0,1200,5,Garage,6,171.27
B43546166,59,F,UK,2,0,2,1600,5,Garage,5,202.51
A40118629,23,F,UK,2,0,2,1200,3,Road,7,208.33
A58423227,79,F,UK,17,0,2,1200,2,Road,1,225.11
A4665648,71,M,UK,28,0,3,1600,4,Garage,5,236.13
B51188595,53,M,UK,9,0,3,1200,6,Garage,2,226.28
B29561165,77,F,UK,12,0,1,1200,4,Drive,2,210.16
A63425553,47,F,UK,16,0,0,1400,4,Road,14,220.89
A57989848,68,M,UK,8,0,1,1200,4,Garage,4,203.53
A21277742,54,M,UK,8,0,0,1400,5,Garage,2,193.83
B39218509,64,M,UK,22,0,4,1200,6,Road,18,277.74
B11886483,20,F,UK,2,8,3,1200,6,Garage,2,229.12
A45224501,51,F,UK,25,4,2,1600,4,Drive,4,239.11
A8629381,73,F,UK,24,0,0,1200,5,Garage,1,199.46
B99183665,51,M,UK,30,0,4,1400,4,Road,9,266.57
A94562056,26,F,UK,4,0,1,1200,3,Garage,1,180.05
A18166111,47,F,UK,3,8,0,1600,4,Garage,1,204.43
B31182434,26,M,UK,4,8,3,1200,4,Garage,17,247.36
A73785268,57,F,UK,25,0,0,1200,4,Garage,3,196.43
B438873,67,F,UK,50,0,4,1200,4,Drive,1,249.67
B90117296,41,M,UK,2,0,3,1200,4,Garage,2,206.79
B76165391,61,M,UK,11,0,2,1600,3,Road,1,230.41
A40679197,42,F,UK,20,8,1,1200,5,Road,7,255.04
A52192290,59,F,UK,42,0,2,1200,6,Garage,4,227.06
